selling_price,home_age,bedrooms,bathrooms,sqft_living,sqft_lot,sqft_basement,floors
545000,16,3,2.5,2660,20369,0,2
355000,14,2,2.5,1370,1140,290,2
369950,29,2,2.75,1370,1140,290,2
359000,24,2,2.75,1370,1140,290,2
640000,16,4,2.75,3040,7274,720,2
530000,15,3,2.5,2480,7480,0,2
536000,3,3,2.5,1990,7397,0,2
480000,15,3,2.5,1590,1431,530,2
535000,19,4,2.25,2810,12607,0,2
380000,16,3,2,1840,8580,0,1
533000,23,4,2.5,2830,6536,0,2
574000,10,4,2.5,2980,10179,0,2
479000,19,4,2.5,2590,6139,0,2
522000,13,4,2.5,2835,6598,0,2
607000,15,3,2.75,2810,12813,770,2
400000,29,3,2,2260,11305,1130,1
620000,18,3,2.5,2590,7237,0,2
637000,13,4,2.75,2850,7510,0,2
500000,5,4,2.75,2260,7209,930,1
370350,27,3,3.5,1340,1168,260,2
350000,20,3,3.25,1210,941,210,2
568000,1,3,2.5,2740,22499,0,2
610000,16,3,2.5,2910,12283,0,2
419990,25,3,2.5,1690,1689,540,2
462608,5,3,2.5,2010,2778,620,2
351358,33,2,1.75,1210,1189,0,2
357562,20,2,1.75,1210,1032,0,2
357186,22,2,1.75,1210,1040,0,2
550000,19,3,2.5,2010,2261,620,2
395000,34,2,1.75,1210,1161,0,2
453246,13,3,2.5,2010,2287,620,2
386591,37,3,2.5,1690,1613,540,2
372977,15,3,2.5,1690,1618,540,2
404763,27,3,2.5,1690,1609,540,2
472217,13,3,2.5,2010,2212,620,2
413565,25,3,2.5,1690,1613,540,2
479990,6,3,2.5,2010,2386,620,2
375000,22,3,2.5,1520,5649,0,2
513000,31,3,2.5,1810,4592,0,2
517500,19,3,2.5,1810,4332,0,2
477000,27,3,2.5,1740,4960,0,2
485000,10,3,2.5,1760,3097,0,2
448500,29,3,2.5,2080,3920,0,2
455000,7,4,2.5,2090,4400,0,2
509000,14,2,1.5,1930,3521,0,2
488000,12,3,2.5,1940,5660,0,2
548000,1,3,2.5,2110,4099,0,2
430000,22,4,2.75,2290,5249,0,2
447500,34,4,2.5,2425,9017,0,2
453000,14,4,2.5,2502,8306,0,2
499160,18,4,2.5,2628,11466,0,2
647000,16,4,2.5,3040,6887,0,2
603000,5,4,2.5,2670,5895,0,2
535000,2,3,2.5,2070,4132,0,2
567500,12,3,2.5,2080,4556,0,2
408000,26,3,3,1500,1473,380,2
490000,10,8,5,2800,2580,920,2
500000,10,4,2.5,2040,6685,0,2
635000,6,5,3.25,3710,34200,1200,2
448175,22,2,2,1370,1339,220,2
369000,31,3,2.5,1320,1683,50,2
352000,23,2,2.5,1320,1957,660,1
580000,5,4,2.5,3250,5000,0,2
595000,10,3,3.25,3130,28001,920,1
625000,16,4,2.5,2630,48706,0,2
526500,16,3,2.5,1860,43170,0,2
500000,13,3,2.5,2270,5654,0,2
439000,27,5,2,2610,5009,900,1
400000,20,2,2,1520,5010,0,1
415000,20,3,2.5,1710,4920,0,2
369000,19,2,2.5,980,895,310,2
386950,27,3,2.5,1070,1089,170,2
399950,30,3,3,1860,2875,150,2
430000,25,5,3,2500,5750,1070,1
475200,17,3,2.5,1670,3980,0,2
450000,21,3,2.5,1670,2589,0,2
500000,5,3,2.5,1670,2575,0,2
483500,15,3,2.5,1670,4308,0,2
471000,20,3,2.5,2030,2805,310,2
455000,8,4,2.5,2440,5001,0,2
440000,18,3,2.5,2160,3738,0,2
448000,21,3,3.25,1560,1345,300,2
490000,24,4,3,2330,3497,410,2
600600,28,4,3.5,3110,6829,0,2
540500,0,5,3.75,3090,7415,0,2
355000,28,2,1.5,1140,2500,510,1
420000,27,3,3.5,1900,2133,380,2
399000,34,3,3.25,1680,1478,320,2
380000,23,3,3.25,1450,1468,350,2
400000,23,2,2.5,1410,1281,320,2
400000,26,3,2.5,1390,2815,0,2
380000,16,3,2,1470,1656,160,2
457000,7,2,2.5,1380,1329,330,2
360000,25,2,2.5,1233,1244,270,2
358000,22,2,2.5,1278,987,276,2
555000,11,4,2.5,2920,24074,0,2
520000,43,3,1.75,2300,35722,0,1
572000,18,3,2.75,2200,3885,0,2
500000,17,4,2.5,1940,7607,0,2
512000,15,4,2.5,2550,17209,0,2
460000,13,4,2.5,2080,17532,0,2
605500,18,3,2.5,2830,6536,0,2
480000,18,3,2.5,1940,10035,0,2
607000,20,3,2.5,2470,9226,0,2
600000,8,3,1.75,2930,19876,900,1
550000,26,4,2.5,2810,7549,0,2
565000,42,3,2.5,2500,7394,0,2
540000,19,4,2.25,2850,7453,0,2
405000,18,4,2.5,2220,4652,0,2
419950,23,4,2.5,2220,6800,0,2
465950,16,4,2.5,2340,6896,0,2
366000,24,3,1.75,1680,6108,0,1
598000,23,4,2.5,3130,40918,0,2
556000,31,3,2.5,2750,35440,0,2
535000,26,4,2.75,2710,45963,0,2
545000,14,4,2.5,2500,50595,0,2
551000,18,5,3.75,3090,4943,0,2
529000,8,3,1.75,2340,7724,0,1
479950,16,3,2,2260,7163,0,1
400000,26,3,3,2090,7634,640,1
465000,31,4,2.75,2190,3267,0,2
410000,35,2,1.5,1180,1034,60,2
515000,20,3,2.5,2000,3837,0,2
536000,1,4,2.5,2520,4831,0,2
415000,20,3,2.5,1610,3600,0,2
420000,30,4,2,2280,10319,1010,1
400000,18,2,2.5,1340,1240,190,2
415000,25,2,2.25,1130,2191,0,2
572000,4,3,2.5,2360,9938,670,1
405000,19,5,2.5,2430,4781,0,2
390000,24,4,2.5,1940,3864,0,2
525000,10,4,2.5,2840,4750,0,2
544800,16,5,2.75,3190,5857,0,2
380000,31,4,2.5,1940,3200,0,2
485000,15,3,2.5,1800,11034,0,2
440000,25,3,2.5,2060,11231,0,2
445000,24,3,2.25,1990,7340,0,2
450000,32,2,1.5,1530,1012,330,2
390000,31,3,3,1550,1608,270,2
425000,37,3,2,1180,1800,0,2
360000,14,2,1,880,1165,0,2
465000,22,2,2.75,1430,1425,435,2
489000,21,2,2.75,1465,972,415,2
358000,17,2,1.5,960,1808,0,2
460000,26,2,2.25,1230,929,210,2
359950,19,2,1.5,893,965,0,2
385000,21,4,1.75,1690,4080,820,1
635000,6,4,2.5,2880,3091,940,2
430100,14,3,2.25,1400,1078,460,2
425000,38,3,2.25,1420,1230,480,2
